seriesuid	coordX	coordY	coordZ	probability
1	147.7178692	22.98440695	-173.1389764	0.103678772
1	135.3629064	-36.71769261	-116.2832072	0.102350044
1	-64.70873962	60.48645258	-89.52321081	0.094410579
1	-4.639552935	-73.14447284	-185.8812573	0.091248879
1	-36.72967325	15.8317709	-61.36173277	0.087683293
1	-95.45581888	44.39515114	-124.8528483	0.086411145
1	-92.74136434	79.10570383	-189.9933436	0.082911734
1	140.1261233	52.41362572	-190.2217582	0.081325246
1	-0.989109381	-60.48637748	-153.8626006	0.080630498
1	64.25185908	-4.509984255	-40.99369078	0.069819296
1	51.4166521	-5.463831425	-68.746033	0.06612422
1	-93.00224136	46.73191309	-121.9669154	0.065084448
1	-75.6072415	-47.59220481	-169.5741513	0.062513884
1	-79.31483219	-32.51243949	-108.9299586	0.061797535
1	75.46141137	86.73740387	-173.8013318	0.061134478
1	-104.4785715	11.48459673	-113.8458064	0.059341205
1	99.70864524	-36.29659653	-94.11741285	0.058009127
1	-8.505463704	51.115973	-201.3141921	0.054481301
1	115.3833889	54.8925662	-169.8318246	0.053348469
40	-99.55019926	67.39050951	-231.5284443	0.999934122
40	-127.8275997	2.067390101	-223.4850216	0.99146963
40	-51.23818547	-80.43587023	-223.3107567	0.962933876
40	-58.44099657	29.99329992	-54.83575821	0.94683531
40	-59.1578621	-84.70253378	-211.1916161	0.944441942
40	-50.15353283	-49.3212112	-191.2499619	0.941018986
40	-18.45876764	10.16756282	-45.07328033	0.935310687
40	116.2818265	49.68128106	-184.9795532	0.928554736
40	-82.33172359	30.64602127	-105.0851631	0.92562793
40	34.10973995	7.43830968	-272.7210999	0.84487316
40	132.7135395	-40.51600747	-255.5103922	0.811422821
40	-39.80953705	53.97384463	-84.56497192	0.780654571
40	96.59115006	37.87990786	-211.7315006	0.775150198
40	-114.3584043	-52.64480588	-217.0388031	0.766118027
40	-131.6703783	11.32218063	-209.0313721	0.761063983
40	-87.87843943	-28.7348039	-155.6696606	0.734717561
40	-127.9415224	-18.2083415	-220.6695461	0.702298225
40	-85.93131716	26.49748764	-132.812748	0.673461122
40	-71.46221895	30.69084518	-104.6316147	0.642115638
40	69.35306875	38.67224245	-53.03295135	0.595937913
40	-47.58234118	58.11580982	-240.8314514	0.58812203
40	-87.59481889	-81.8622401	-220.8208275	0.583454275
40	-127.7897632	30.03724049	-233.0330181	0.493844929
40	136.2463162	-40.48725357	-252.8353596	0.426623485
40	-95.89488158	70.08094093	-233.0547714	0.354120489
40	-115.606628	-57.47958252	-228.6881924	0.348851831
40	-70.41185807	-81.26478421	-204.9064827	0.301778797
40	-2.608916221	-37.76416117	-120.6711197	0.283657258
40	60.13585421	-33.05189718	-104.9982071	0.2742444
40	38.24853417	-57.1122937	-124.5456314	0.263025464
40	-127.3150918	10.56862246	-224.4109535	0.234685949
40	-67.04355273	-78.08972679	-220.4220676	0.222104006
40	132.7358042	46.94283211	-288.0177259	0.215111134
40	-134.0765436	13.4163566	-212.0654106	0.191212067
40	-46.33130325	62.53441942	-251.748457	0.186269264
40	-71.13701341	-66.02801703	-195.956068	0.153403964
40	-98.29351022	11.26630362	-160.1852894	0.151810577
40	-51.82662675	-37.98670658	-100.0832748	0.134926314
40	-83.27395442	-17.63470185	-217.0556545	0.12770438
40	-114.196062	1.983178221	-120.956192	0.126796363
40	89.98373372	73.71401087	-200.3415108	0.098883065
40	-54.87162914	-9.192721313	-79.77403641	0.095923751
40	-79.75884453	-29.5050323	-192.7755451	0.093568512
40	85.53561146	3.368461389	-240.5240488	0.092507424
40	-87.06301339	-74.44923904	-192.3689175	0.089247202
40	-133.435872	10.94451821	-208.9161015	0.080330707
40	-37.81161132	47.41442317	-92.6506424	0.079360872
40	-123.5636654	41.98538426	-235.9731007	0.076817742
40	-110.9219061	-53.78517698	-224.8550224	0.0725957
40	-94.86270281	-61.71561225	-224.5864868	0.070160962
40	-83.80210198	26.04254417	-136.0875511	0.068944667
40	-58.35996699	-84.37307009	-211.5786076	0.068757576
40	127.7768615	-56.60293413	-256.0582638	0.061863727
40	-93.98414617	-58.20782956	-220.6323814	0.060482038
40	84.61242909	31.13758943	-52.2549057	0.056865029
40	-1.912084428	-37.26845942	-96.40001297	0.055487105
40	-18.91639511	-2.008698204	-68.52733612	0.052952163
40	-37.90995666	50.94774349	-64.70367432	0.052030522
40	73.3195208	-81.548518	-228.9069462	0.049966534
40	-31.14982418	-70.08885071	-204.1349792	0.049253653
40	96.14433786	-29.41233808	-244.4658947	0.049120408
40	57.35960278	-85.83236141	-204.7188377	0.048368961
26	-46.86443763	58.55757952	-63.60381699	0.999967148
26	-100.330648	18.50301504	-73.39191055	0.966709381
26	92.95883936	-31.08839035	-196.3399658	0.719931114
26	40.20129008	70.07035017	-55.53624725	0.710760656
26	21.03469653	-73.59754086	-141.130024	0.618070753
26	48.78343625	-9.643861055	-137.3245201	0.616283034
26	-108.5777112	42.49582529	-196.2540302	0.494512768
26	-91.38785201	32.757411	-60.96929169	0.437470137
26	72.29469342	-11.22810245	-89.37665558	0.421916564
26	37.07368416	-26.10141277	-75.84247208	0.38094233
26	-82.70907121	-6.689912081	-181.2856445	0.273781833
26	28.27910704	-55.08607149	-103.9573441	0.266769805
26	-46.63614946	-30.4650557	-84.82329941	0.237115711
26	67.6563601	74.47427988	-60.81246948	0.2278676
26	25.51381392	88.48792076	-165.6736526	0.221080705
26	-86.7501195	-14.35861588	-96.68279266	0.218536525
26	-59.32702141	-51.12792492	-156.9814072	0.214800538
26	49.3324737	68.95068884	-60.8336792	0.213991292
26	64.66511769	-3.451766968	-113.0167732	0.21118895
26	63.66499705	82.48717546	-244.5686302	0.197860973
26	5.363793798	-33.66250634	-92.12730026	0.197294672
26	80.19757552	-18.8997674	-96.39567947	0.175930597
26	36.88582224	-47.0676291	-89.37842941	0.175439336
26	52.68250985	-18.5419929	-69.3672142	0.161178254
26	83.69129223	34.44982052	-213.3351383	0.160679128
26	-104.2277475	-22.09252954	-116.9005547	0.153681812
26	33.33687348	80.67174911	-164.8152122	0.138336581
26	68.08216614	69.93154049	-109.6334991	0.136130737
26	9.298422762	33.16308975	-64.64664078	0.130862016
26	24.49317975	34.39445972	-63.95337677	0.118756895
26	88.91561312	-43.07890534	-192.8958759	0.101703372
26	-108.5107632	-3.017013073	-108.8414154	0.100421702
26	-106.701978	-18.82508397	-116.6177902	0.095125
26	52.62755675	-43.19563508	-120.5193863	0.085238515
26	59.94438691	4.971249104	-72.70734406	0.067478669
26	-59.53828292	-54.81909513	-160.5638657	0.063414116
26	-75.76090532	61.78352594	-64.38327408	0.057636544
26	-84.09895974	-14.03271675	-97.5653801	0.05262535
26	-48.1172009	49.71088171	-65.03966904	0.048326223
73	-36.70702563	95.42891894	-229.975071	0.999958744
73	-65.21990882	73.28994189	-283.7272835	0.997892197
73	122.2437323	-50.91208305	-281.1396122	0.988611646
73	-53.71744023	24.68891059	-219.7906113	0.979126673
73	-42.51160012	89.23132335	-129.2570686	0.978251195
73	97.62122049	84.96363078	-207.6727104	0.972326105
73	119.446844	1.411770924	-160.8104897	0.966214773
73	-26.96349011	63.41855441	-96.68493271	0.946475269
73	-86.66581498	-12.35200252	-181.2177277	0.927867403
73	97.18300714	59.71589003	-260.2328682	0.916922855
73	-26.25055896	28.40087329	-205.3288651	0.903046586
73	-68.81917106	63.69056617	-244.7441673	0.874022905
73	-12.96765195	53.16021357	-91.59704208	0.826635481
73	-97.6156591	-12.30645265	-197.4681282	0.812874424
73	-102.4129687	8.814763173	-249.5450783	0.812219749
73	-26.47936927	87.98687373	-117.4251747	0.802300181
73	-40.60018645	88.82350837	-252.2202492	0.709283695
73	42.37059964	11.75135289	-280.8675575	0.662074182
73	-62.27323399	0.090002163	-237.3491192	0.65805396
73	-54.56601964	89.27352343	-140.9811783	0.651438898
73	78.25075997	80.49001609	-316.1133575	0.646136577
73	43.38378324	61.30621348	-122.2504234	0.63172766
73	-20.78683959	59.71295749	-133.1840706	0.589879483
73	-68.948835	76.23224173	-192.6807785	0.584308355
73	118.4125604	-8.43129243	-148.0749512	0.582952738
73	-70.41583644	47.96259318	-209.1516304	0.542814285
73	61.59083261	-52.17553462	-193.200798	0.509020549
73	117.7715243	19.94857703	-281.2852764	0.505484011
73	-89.08930407	37.35515986	-169.4729614	0.496522846
73	-54.03786288	25.06115352	-245.3229713	0.489933668
73	129.8886479	47.90575419	-277.1689796	0.488530755
73	-30.99945174	99.72824965	-232.9869556	0.442627862
73	-42.43020402	92.03951274	-245.4582024	0.439775423
73	-62.10079776	75.69882785	-277.8037071	0.434672248
73	86.8579091	77.38861953	-232.6863384	0.398075274
73	-2.48959647	63.74738131	-173.6733818	0.38823234
73	-86.37464033	57.4327222	-168.8836098	0.381525117
73	129.7345818	43.91431723	-277.2271156	0.379692968
73	-46.71232091	77.40225707	-204.3462181	0.37957796
73	-73.58871089	52.09152614	-133.1553841	0.365486255
73	122.4186362	-20.43856467	-185.6163406	0.356799494
73	-62.78943406	79.69479476	-273.1458092	0.353087055
73	121.8611182	40.17941867	-233.1290436	0.281025281
73	-97.03302966	0.452398404	-180.6540871	0.272996249
73	-53.45022069	96.4606515	-212.4519539	0.269087086
73	-57.13028298	76.82399665	-185.2547264	0.258060912
73	-78.10874568	37.4549142	-144.5037842	0.232775294
73	-90.27608024	-3.501368419	-188.6478043	0.227082442
73	134.7321452	13.23013221	-264.6226692	0.224977276
73	126.7255963	52.06220065	-276.8054008	0.222722222
73	-97.12610827	36.83230792	-256.9345379	0.215829854
73	-70.07048713	7.746862515	-101.8083763	0.210091821
73	-49.03479205	56.37812529	-276.0212612	0.208359416
73	-30.15318499	99.02641688	-197.1954155	0.203826906
73	77.26382627	69.49241076	-297.6676941	0.202904527
73	-94.8235272	0.930296525	-177.4752426	0.199719575
73	-85.81393348	68.13046847	-217.7560616	0.188129739
73	-69.67663155	65.32595073	-148.4885025	0.178498628
73	69.70233335	-36.6434821	-181.6011429	0.171796444
73	99.00030507	80.95352565	-236.1347389	0.160285126
73	54.7080697	72.64926349	-108.7169838	0.143664026
73	-80.77089177	69.25308619	-184.5672798	0.140749307
73	81.88039674	0.516246899	-277.5452614	0.137809652
73	-86.04310737	61.34025966	-192.5122261	0.137641608
73	-78.90141593	40.14990245	-133.4889793	0.127996336
73	117.3926772	64.50271521	-245.2096081	0.12479309
73	94.70540895	84.23788462	-184.2683792	0.124576363
73	-37.32224093	96.022009	-235.8251762	0.124167496
73	-32.82539235	61.12887774	-83.79358292	0.116978497
73	-94.43830834	37.45131408	-253.772831	0.101802477
73	118.0458964	-18.65851964	-221.5777016	0.098458275
73	-101.5757917	-11.81470241	-197.2772598	0.093886628
73	126.6667069	47.6307622	-325.0658274	0.08009832
73	-97.13289724	44.60670863	-228.8124084	0.077100593
73	-98.42711078	-2.832759277	-208.3668327	0.074294147
73	67.07064523	-27.40951862	-177.4378586	0.074115829
73	-72.99746858	25.18002902	-227.83041	0.063220384
73	85.91226949	-51.7202505	-176.6905212	0.059278234
73	117.8995551	60.72885905	-217.9854202	0.058790101
73	-61.58502684	-0.126863376	-233.6433411	0.055722673
73	-57.8128873	-8.148778335	-169.1309166	0.052565876
73	-78.91483889	65.34106646	-164.7248268	0.051508675
73	-93.7042831	-3.780425445	-245.3657532	0.050978433
73	-46.41730176	71.46668349	-93.21130753	0.050859135
73	-101.6173302	4.602967843	-249.0325928	0.050047839
73	-82.6055883	73.36301719	-289.3139362	0.049024082
73	-97.31922732	43.80688582	-192.5584793	0.049017336
73	55.14580621	-23.75160541	-124.8390579	0.048921678
81	47.69132112	-34.17969945	-205.5717713	0.987973429
81	-92.76949747	33.01229344	-101.0992581	0.95027245
81	79.76145553	-46.52207869	-217.6094681	0.759652705
81	-76.54894635	49.70379601	-144.3059689	0.709317326
81	76.28751836	-46.54480557	-221.3646275	0.680696025
81	-96.19203382	30.96019525	-97.57604184	0.676662471
81	-120.242544	45.3029425	-232.0190007	0.634277675
81	-31.59459241	34.24490644	-249.7401434	0.567234781
81	-96.10302936	1.310455256	-169.2414814	0.524343892
81	44.33089026	5.076859188	-201.0410363	0.518939245
81	15.72724549	69.50878963	-73.87652936	0.434783564
81	-39.12420717	-65.04671822	-101.1958081	0.416624993
81	51.98582308	-49.99767188	-205.7253033	0.346323858
81	-88.61775215	-45.8170971	-217.7156216	0.290156969
81	40.72298893	-54.39070274	-169.4718129	0.218887631
81	-91.52025102	-54.58542745	-213.5440403	0.196081295
81	28.28990346	-6.665499318	-93.58914914	0.189945536
81	-60.97595577	-47.00380803	-105.518356	0.165118429
81	40.19339042	-30.35182132	-196.9587666	0.164848862
81	-71.34116051	49.40501622	-189.2897564	0.095412246
81	-131.2478252	1.72711472	-122.1298558	0.093068427
81	-100.0675112	33.21326713	-168.6648518	0.088712141
81	-47.61513052	-38.85937811	-209.2047078	0.079973367
81	-84.75394469	14.79073387	-48.81972851	0.058389095
81	71.61676028	81.2337736	-209.3829686	0.055170271
81	-28.34745743	34.30075382	-250.1926285	0.054103063
81	-111.6740437	-14.07329104	-161.1613804	0.052431626
81	-80.00940659	58.88820027	-217.5188309	0.050337286
81	-43.83253231	13.92034195	-25.15615048	0.048901906
81	-104.0238731	59.02675738	-124.6808392	0.048410814
81	0.681373965	-61.20628724	-121.5895039	0.048339385
75	-79.7693058	-72.96302235	-186.5408058	0.999939065
75	-127.5068944	81.84347238	-221.0013409	0.99991247
75	22.84244571	36.39481173	-86.77508545	0.998991946
75	-45.34263667	-60.9939094	-163.0553169	0.998404963
75	127.1446388	-5.493910544	-220.6870098	0.997436024
75	-91.83299696	108.456299	-262.9975529	0.996832093
75	130.3567932	71.92405052	-232.1749229	0.968036379
75	-148.5121318	-55.79368492	-267.0819492	0.947265426
75	-108.6554141	-9.21140001	-188.5017509	0.939006304
75	-52.10197469	-13.07729065	-80.64507675	0.917309135
75	-41.80312597	-63.49557568	-160.3620071	0.813514682
75	-112.8319947	78.29931789	-204.5786114	0.811684114
75	151.9754247	19.53002465	-258.6555786	0.804588006
75	146.8845735	18.76441178	-247.5814934	0.803429287
75	100.589941	43.04540233	-164.5338364	0.803283456
75	110.9991018	43.62373633	-240.439188	0.786636587
75	-148.1977556	-29.61755029	-224.1144676	0.762505068
75	-132.1605967	79.12879234	-224.0747948	0.757764262
75	59.36262783	-4.855920679	-79.44281769	0.754937222
75	-101.083074	-32.14853131	-204.8607464	0.750283947
75	106.8348817	40.47043668	-236.3855858	0.73204866
75	66.46968723	71.43661474	-99.17975616	0.682339573
75	-132.9836437	-77.39616946	-260.3589649	0.669923268
75	-85.00592962	24.42758884	-152.3291893	0.565749462
75	-56.02136286	27.85350805	-264.5873375	0.533047943
75	-81.00411723	43.17287514	-144.48312	0.513615456
75	-64.20466873	67.00848693	-240.0800056	0.484170481
75	-120.1658928	-88.11457444	-252.4109478	0.458840083
75	15.66123579	-68.47531376	-152.4138947	0.446425956
75	-41.49249237	-101.468402	-227.9867859	0.436320906
75	-73.05708165	-100.5057596	-240.9007187	0.425546072
75	-44.62805547	-79.96682928	-183.6262817	0.36135386
75	43.09269715	-32.20787426	-135.7429619	0.360125863
75	-108.8372856	26.98918637	-228.4093018	0.357952688
75	-96.29836276	7.022494319	-115.9793396	0.357599833
75	84.22603291	75.18767472	-191.2598534	0.339654121
75	-52.97544628	-24.84329076	-140.4698105	0.335547555
75	-72.83272751	-20.73351951	-247.9615231	0.327984205
75	47.26029679	31.29459782	-259.9692268	0.321857769
75	-60.59446219	80.43611455	-172.7234383	0.317347848
75	79.25922486	-0.817295879	-247.8330727	0.297579972
75	-109.1213708	-4.410216478	-192.3118896	0.285352077
75	-137.1944707	-32.9491166	-256.3104458	0.274125978
75	-88.80660686	26.62201362	-152.4508018	0.27271606
75	78.78821135	110.7651289	-232.6231213	0.267125779
75	-93.29858373	-29.01101557	-244.596426	0.264180119
75	66.71216594	88.47854195	-184.3720741	0.243314302
75	-156.0581925	-40.10268905	-264.5921917	0.242099745
75	-104.9192368	11.70754542	-156.1375923	0.240300504
75	-80.7468685	119.283927	-204.4115562	0.236726739
75	-104.0037583	111.1739831	-240.0720329	0.222721974
75	-93.06982362	99.58056697	-260.4191704	0.219720226
75	-101.4250375	-77.00591543	-252.1153088	0.212812106
75	-75.65181159	-16.87737959	-140.1643867	0.212322811
75	60.27406338	83.41077203	-155.9646149	0.204952564
75	-88.75120676	-51.60125162	-179.9170418	0.202834928
75	-48.15310907	-88.22915477	-219.8417015	0.189663621
75	-108.7266356	19.05836026	-224.0770264	0.183814537
75	103.7067161	-12.62984659	-196.2264366	0.172089189
75	-108.8039655	51.34908389	-235.9461708	0.16841172
75	-109.3817112	16.05088329	-160.2626724	0.154358675
75	-77.30188594	-21.1747927	-247.9176445	0.152672607
75	-136.5366915	75.17663475	-224.5975037	0.150313252
75	-144.7550511	-60.75473517	-264.3327446	0.145624897
75	46.58065046	58.75792739	-268.1820698	0.141300772
75	-80.23493702	75.06067756	-268.0776043	0.132054103
75	144.2892803	23.535855	-248.3215923	0.116270187
75	-135.7762544	51.2598379	-251.5590496	0.116262175
75	47.0946222	91.07799079	-271.860096	0.115861717
75	94.98123778	15.04376804	-167.8355904	0.110773515
75	51.91866172	-28.3058221	-136.3934441	0.11047621
75	47.24622772	27.80534276	-232.5806923	0.109744202
75	-64.28087203	63.54644375	-236.3026161	0.105955832
75	-88.46659594	-13.19381111	-196.4513893	0.098097798
75	147.2380276	12.02294798	-247.9184551	0.092478069
75	-76.40983918	-24.66769021	-187.6567955	0.092122057
75	-92.93475302	-72.66337865	-248.5248203	0.088620514
75	102.6767449	55.40057613	-184.4152756	0.088494969
75	-105.1592371	-12.18255273	-188.16745	0.087211206
75	50.43840507	-5.32239053	-108.5199661	0.085916535
75	-108.5235979	-8.424383122	-192.0401878	0.083028633
75	-97.64616485	26.75597022	-140.5777664	0.082849919
75	-105.3503838	50.95349763	-232.3893757	0.080872761
75	-95.58497068	-32.24750298	-244.2152233	0.080162727
75	143.6617295	23.46631072	-251.9184036	0.079311692
75	50.54695222	31.70923491	-256.7420311	0.077844829
75	78.93160574	107.9653835	-236.1570759	0.076805858
75	139.9348523	51.63021499	-241.021101	0.063955355
75	-88.91741958	107.3349539	-267.5160046	0.061331614
75	-73.36552477	3.977816924	-240.6240196	0.059414135
75	-129.1401209	-79.87123719	-259.7599335	0.057519431
75	-79.34916125	-75.54636185	-187.3128433	0.055129796
75	-133.167543	51.4976603	-248.6312599	0.054936399
75	48.28954205	-7.94747412	-124.2456169	0.054018962
75	-124.9043726	76.13328159	-220.0382347	0.05383927
75	-80.16193806	103.5517503	-235.8200665	0.053755772
75	-83.72748405	-4.565351781	-120.717804	0.053734819
75	63.33133285	-7.904328131	-79.82495499	0.052732868
75	-132.8935466	75.11011958	-227.655117	0.051263584
75	-104.8673665	-16.75214732	-244.1885967	0.050040129
75	-121.0365982	87.16100588	-219.9348278	0.048563059
63	97.0862385	-96.46939945	-217.2455292	0.99993
63	-47.43845409	-108.8920799	-153.6803589	0.999353658
63	-23.35572547	-228.1328027	-222.5743713	0.990372447
63	32.73623705	-121.0772539	-110.9663086	0.944914548
63	107.0580531	-96.94526744	-255.3174896	0.930447704
63	-109.2121376	-167.1963428	-221.5448151	0.909030636
63	-117.0803543	-231.1766382	-339.4230347	0.901409062
63	71.62300694	-192.9921573	-323.3893204	0.878770595
63	15.28369606	-171.6046408	-327.0367432	0.856336203
63	-112.340921	-160.9164788	-189.4348907	0.836974521
63	118.7906765	-171.0654469	-235.3535156	0.819115999
63	-59.98701906	-227.8675583	-191.2508545	0.776501319
63	-91.34519404	-235.9025669	-278.6065063	0.734204115
63	-77.02369535	-159.0806854	-158.7222595	0.730445837
63	-31.5764178	-232.2555799	-218.4574127	0.656964173
63	75.07144678	-235.767987	-251.3170929	0.652080139
63	-51.20118248	-115.3398871	-151.1635742	0.641857966
63	106.7246929	-100.1951602	-247.5487823	0.638331364
63	-79.48174101	-192.5023767	-270.5293579	0.622865797
63	-93.01135379	-216.748657	-211.0224152	0.571608503
63	-44.09392214	-101.4325724	-150.6495667	0.570303063
63	-112.2090274	-228.5119523	-318.2823944	0.562218172
63	99.72511983	-113.1281406	-214.4910736	0.548058227
63	-40.2314927	-228.6643117	-210.9102478	0.533427259
63	-135.1605446	-135.2874415	-349.927948	0.500604391
63	79.7762053	-87.58914709	-183.0447083	0.464111171
63	-80.59930211	-152.8406357	-202.8500214	0.427726585
63	-71.34401953	-192.4344164	-189.6569977	0.414287497
63	-43.71452963	-208.592612	-210.7473602	0.403688526
63	-44.85933316	-108.2084934	-195.1293182	0.397838624
63	88.72479689	-220.635453	-271.077301	0.392685255
63	12.23775232	-200.7313661	-177.7000122	0.386374301
63	92.03943408	-160.3689294	-334.895401	0.3751448
63	44.87038493	-187.3012406	-171.0223389	0.37246062
63	-32.32204795	-204.7970353	-217.8167572	0.338545348
63	-71.37052357	-95.78985453	-255.3381042	0.325509134
63	-56.86061108	-228.3860776	-194.3572388	0.315275154
63	-19.71967822	-120.6883208	-150.8010864	0.277869172
63	52.78644598	-208.0866258	-237.9858704	0.266882261
63	67.8515054	-176.6330246	-330.5747528	0.253625788
63	-119.2542491	-120.9262159	-234.0070801	0.234368819
63	-99.61116087	-107.9605523	-233.9924164	0.223228493
63	-40.68254715	-232.2937135	-207.0119324	0.216672903
63	-76.24795669	-231.8115887	-211.2405701	0.215298216
63	-67.77864325	-236.5678494	-214.8748474	0.211129854
63	44.76252282	-67.66803849	-282.6222382	0.204042889
63	-8.911985636	-229.1549571	-247.0746918	0.186266766
63	-112.2606025	-216.4024237	-258.8839264	0.182509749
63	-128.045983	-204.3383638	-338.814003	0.18115903
63	-48.47421992	-216.4386141	-306.549408	0.180261452
63	54.91467762	-184.6271015	-194.8242798	0.170300717
63	103.9941939	-155.8678478	-178.764801	0.16907523
63	-96.21912956	-79.80821002	-298.6581726	0.161461732
63	52.4916954	-79.65699708	-187.5461426	0.155091908
63	60.04765904	-243.295076	-254.4492035	0.154447823
63	-12.77954489	-235.5676717	-218.7970886	0.153234698
63	92.05828226	-179.2318389	-229.8568268	0.145016657
63	-44.6368469	-216.603458	-214.9137726	0.144510431
63	-48.12890959	-240.9981532	-205.9258118	0.137676162
63	-34.90881503	-151.6221299	-154.2294922	0.134920775
63	15.13213336	-168.8443539	-323.1082153	0.132803172
63	36.66707373	-76.02232945	-223.0116577	0.126673118
63	40.0661391	-224.4606428	-178.1182251	0.122364304
63	-44.25629824	-128.0048736	-182.9266052	0.121451514
63	-40.36126339	-224.5574	-214.556366	0.117569489
63	92.16839838	-192.6253853	-330.2322998	0.117165077
63	15.18479168	-153.007102	-335.1054382	0.117013122
63	-101.1331272	-155.7219007	-183.4896545	0.116182926
63	-80.26347417	-212.7151172	-186.8982849	0.114827843
63	-108.1404922	-92.92059791	-343.077095	0.113683615
63	-36.50165147	-215.9812737	-278.8255768	0.112098556
63	-96.49127203	-132.6625506	-194.7657623	0.11042602
63	99.91082299	-96.36964011	-217.515686	0.109313035
63	-11.23211896	-229.0906789	-250.6144257	0.105309557
63	-56.84481359	-108.856385	-246.884964	0.105165968
63	48.04041576	-96.26793766	-194.7966919	0.104230559
63	-27.29354763	-220.733143	-222.7460022	0.103524842
63	-44.649652	-107.3419434	-147.2689819	0.102651355
63	-92.09290332	-171.4097856	-291.3494263	0.100773144
63	-128.6143115	-212.3132623	-342.6217499	0.100327877
63	-55.53072619	-135.5902948	-119.4533997	0.100239784
63	-96.75895506	-167.433655	-183.1285706	0.096278175
63	-43.89816338	-232.2441156	-210.2784119	0.096128806
63	72.46006048	-195.4381751	-326.0145111	0.093974894
63	-56.46148628	-188.0680701	-238.3290863	0.092389206
63	116.7641279	-207.6120888	-339.1179657	0.091548091
63	8.919170618	-124.0834999	-166.5631104	0.089151306
63	-44.01517755	-188.5445988	-202.9680481	0.087909007
63	59.52251375	-87.60620761	-314.5882034	0.083337248
63	32.19811177	-123.8971944	-310.7497253	0.079689746
63	95.62200689	-160.3707753	-331.3367157	0.079294024
63	-72.20000869	-204.5524753	-321.9751282	0.073770374
63	-127.3141538	-196.3314526	-270.3266296	0.069454419
63	-68.13015211	-228.4318573	-214.4626007	0.069234023
63	-108.5111747	-228.2773994	-338.8636856	0.069217831
63	-63.5965234	-188.1376529	-322.8036804	0.068802592
63	68.74685228	-192.3377271	-326.2646027	0.06748299
63	91.94336665	-216.4057173	-278.6619263	0.066344977
63	-16.39158499	-236.1371393	-223.3035278	0.063662063
63	91.36669004	-220.4197385	-266.7449036	0.062341879
63	-75.7763927	-139.817728	-182.6445313	0.059257722
63	-32.43198919	-240.4698989	-282.9825439	0.058542858
63	75.82731712	-195.6864465	-326.4051361	0.058533178
63	-95.92472875	-212.6527433	-210.6944122	0.058370002
63	111.1900018	-148.476524	-199.0172882	0.057395792
63	-88.88534614	-115.4197102	-186.7663269	0.057035724
63	-63.49000204	-140.267092	-194.5704803	0.056054243
63	-40.2734639	-220.4136372	-215.2445374	0.055208585
